# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_rdf_ref[1] c_rdf_ref[2] c_rdf_ref[3] c_rdf_ref[4] c_rdf_ref[5] c_rdf_ref[6] c_rdf_ref[7]
400000 200
181 12.635 0.908731 5.7732 0.982595 315.075 0.994979 312.089
182 12.705 0.871451 5.8626 0.982853 320.276 0.992755 317.337
183 12.775 0.914954 5.9575 0.988304 325.563 0.991164 322.634
184 12.845 0.909777 6.0529 0.982184 330.875 0.989666 327.981
185 12.915 0.883905 6.1466 0.983431 336.252 0.988262 333.379
186 12.985 0.92386 6.2456 0.980035 341.669 0.986546 338.826
187 13.055 0.945369 6.348 0.984257 347.168 0.985363 344.326
188 13.125 0.886902 6.4451 0.985076 352.731 0.984681 349.881
189 13.195 0.919992 6.5469 0.98551 358.355 0.984236 355.492
190 13.265 0.913885 6.6491 0.984845 364.036 0.983466 361.159
191 13.335 0.935727 6.75485 0.989351 369.803 0.982486 366.88
192 13.405 0.883074 6.8557 0.988874 375.628 0.982646 372.663
193 13.475 0.926783 6.96265 0.989783 381.519 0.98227 378.503
194 13.545 0.903507 7.068 0.990403 387.476 0.981796 384.402
195 13.615 0.900607 7.1741 0.98863 393.483 0.981874 390.362
196 13.685 0.916202 7.28315 0.991586 399.571 0.981653 396.383
197 13.755 0.895257 7.3908 0.98765 405.696 0.98216 402.468
198 13.825 0.882922 7.49805 0.995769 411.935 0.983819 408.626
199 13.895 0.885865 7.60675 0.996395 418.241 0.983548 414.844
200 13.965 0.894353 7.7176 0.999711 424.632 0.984714 421.133
3000000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 7.04104e-06 2.04082e-06
44 3.045 0 0 0.000164498 5e-05 0.000211713 6.63265e-05
45 3.115 0 0 0.00290798 0.000975 0.00174047 0.000619388
46 3.185 0 0 0.0159376 0.006275 0.00989976 0.00390816
47 3.255 0.0594015 0.0004 0.0480099 0.02295 0.0326824 0.015248
48 3.325 0.241939 0.0021 0.118439 0.065875 0.0826973 0.0451888
49 3.395 0.368574 0.0048 0.22602 0.151275 0.163746 0.106996
50 3.465 0.53075 0.00885 0.348401 0.2884 0.271959 0.213926
51 3.535 0.812125 0.0153 0.495488 0.491375 0.393523 0.374966
52 3.605 0.883801 0.0226 0.636633 0.7626 0.511401 0.592616
53 3.675 1.03686 0.0315 0.739324 1.08992 0.616337 0.865212
54 3.745 1.17235 0.04195 0.824993 1.46922 0.693096 1.18355
55 3.815 1.34594 0.0544 0.881926 1.89 0.738128 1.53535
56 3.885 1.41775 0.068 0.923041 2.3467 0.753611 1.90784
57 3.955 1.47363 0.08265 0.935219 2.82625 0.755775 2.29499
58 4.025 1.38883 0.09695 0.956355 3.33415 0.753876 2.69494
59 4.095 1.6467 0.1145 0.96919 3.86692 0.75137 3.10756
60 4.165 1.59182 0.13205 0.98762 4.42855 0.760146 3.53939
61 4.235 1.69754 0.1514 1.01413 5.0248 0.775957 3.99514
62 4.305 1.42205 0.16815 1.01821 5.6434 0.797131 4.47893
63 4.375 1.51666 0.1866 1.04358 6.2982 0.82131 4.99374
64 4.445 1.54492 0.206 1.06181 6.98592 0.846986 5.54177
65 4.515 1.44722 0.22475 1.07164 7.70205 0.866494 6.12021
66 4.585 1.37343 0.2431 1.08647 8.45077 0.891815 6.73416
67 4.655 1.36511 0.2619 1.09944 9.23175 0.914349 7.383
68 4.725 1.58572 0.2844 1.115 10.0478 0.940209 8.0704
69 4.795 1.46106 0.30575 1.13596 10.904 0.972858 8.8029
70 4.865 1.25977 0.3247 1.15432 11.7996 1.00166 9.57926
71 4.935 1.36965 0.3459 1.16746 12.7316 1.03146 10.4019
72 5.005 1.34103 0.36725 1.19394 13.712 1.04888 11.2623
73 5.075 1.32567 0.38895 1.20067 14.7258 1.06395 12.1597
74 5.145 1.26607 0.41025 1.18591 15.7548 1.07215 13.0891
75 5.215 1.15131 0.43015 1.19442 16.8197 1.07763 14.0489
76 5.285 1.1858 0.4512 1.18306 17.9029 1.08097 15.0376
77 5.355 1.20439 0.47315 1.19781 19.0289 1.08819 16.0595
78 5.425 1.19489 0.4955 1.18889 20.1759 1.09881 17.1185
79 5.495 1.21415 0.5188 1.18824 21.352 1.11353 18.2196
80 5.565 1.19141 0.54225 1.1969 22.5671 1.12785 19.3634
81 5.635 1.14218 0.5653 1.18589 23.8015 1.13957 20.5484
82 5.705 1.06356 0.5873 1.19013 25.0713 1.15165 21.7758
83 5.775 1.09455 0.6105 1.19015 26.3724 1.15947 23.0421
84 5.845 1.0777 0.6339 1.18282 27.6971 1.16892 24.3499
85 5.915 1.09731 0.6583 1.17775 29.0479 1.17063 25.6912
86 5.985 1.06301 0.6825 1.16484 30.4157 1.17119 27.065
87 6.055 1.05574 0.7071 1.15949 31.8092 1.16957 28.4692
88 6.125 0.941576 0.72955 1.15265 33.2267 1.16589 29.9016
89 6.195 0.914268 0.75185 1.13297 34.6521 1.15931 31.3586
90 6.265 0.847851 0.773 1.1258 36.1006 1.15215 32.8395
91 6.335 0.925274 0.7966 1.1115 37.5629 1.14309 34.3417
92 6.405 0.968445 0.82185 1.09609 39.0369 1.1337 35.8648
93 6.475 0.917595 0.8463 1.08685 40.5306 1.12406 37.4081
94 6.545 0.916438 0.87125 1.06732 42.0294 1.11339 38.9699
95 6.615 0.913326 0.89665 1.0665 43.5592 1.10322 40.5508
96 6.685 0.89782 0.92215 1.03988 45.0826 1.0956 42.1542
97 6.755 0.874137 0.9475 1.02641 46.6179 1.08668 43.778
98 6.825 0.879943 0.97355 1.02515 48.1832 1.07961 45.4248
99 6.895 0.88699 1.00035 1.00418 49.7482 1.07353 47.0961
100 6.965 0.844924 1.0264 0.991691 51.3252 1.06492 48.7879
101 7.035 0.859986 1.05345 0.991393 52.9336 1.0565 50.5001
102 7.105 0.886761 1.0819 0.978798 54.5533 1.04696 52.2309
103 7.175 0.903163 1.11145 0.973422 56.1961 1.03818 53.9811
104 7.245 0.839332 1.13945 0.965934 57.8581 1.02543 55.7437
105 7.315 0.855691 1.16855 0.946039 59.5175 1.01561 57.5234
106 7.385 0.823679 1.1971 0.94395 61.2051 1.00319 59.3151
107 7.455 0.847919 1.22705 0.935912 62.9102 0.995231 61.1264
108 7.525 0.789148 1.25545 0.934594 64.645 0.98517 62.9532
109 7.595 0.859227 1.28695 0.923224 66.3908 0.975033 64.7951
110 7.665 0.855657 1.3189 0.922469 68.1674 0.965287 66.6523
111 7.735 0.825776 1.3503 0.914861 69.9617 0.957811 68.5289
112 7.805 0.892391 1.38485 0.91495 71.7888 0.949247 70.4225
113 7.875 0.808093 1.4167 0.912825 73.6445 0.942986 72.3376
114 7.945 0.882406 1.4521 0.912904 75.5335 0.936967 74.2744
115 8.015 0.875633 1.48785 0.905516 77.4404 0.933219 76.2376
116 8.085 0.883404 1.52455 0.909714 79.3897 0.929369 78.227
117 8.155 0.86712 1.5612 0.909737 81.373 0.92664 80.2451
118 8.225 0.881497 1.5991 0.914125 83.4002 0.924162 82.2925
119 8.295 0.898697 1.6384 0.914634 85.4632 0.922919 84.372
120 8.365 0.879222 1.6775 0.923608 87.5817 0.921704 86.484
121 8.435 0.906707 1.7185 0.923435 89.7355 0.921815 88.6318
122 8.505 0.87988 1.75895 0.927327 91.9344 0.92287 90.8179
123 8.575 0.947958 1.80325 0.93126 94.1791 0.922161 93.0384
124 8.645 0.901088 1.84605 0.936435 96.4733 0.924628 95.3013
125 8.715 0.944678 1.89165 0.944628 98.8251 0.925303 97.6027
126 8.785 0.940897 1.9378 0.952757 101.236 0.928696 99.9498
127 8.855 0.912033 1.98325 0.959375 103.701 0.93123 102.341
128 8.925 0.909635 2.0293 0.963352 106.217 0.934859 104.78
129 8.995 1.00152 2.0808 0.96936 108.788 0.939319 107.268
130 9.065 0.972707 2.1316 0.973575 111.41 0.943969 109.809
131 9.135 0.93523 2.1812 0.979448 114.09 0.947303 112.397
132 9.205 0.957271 2.23275 0.988352 116.835 0.952954 115.042
133 9.275 1.01238 2.2881 0.999315 119.653 0.956519 117.736
134 9.345 1.00808 2.34405 0.999063 122.513 0.963186 120.491
135 9.415 1.02066 2.40155 1.00439 125.432 0.967621 123.299
136 9.485 1.00128 2.4588 1.01478 128.424 0.972304 126.164
137 9.555 1.02285 2.51815 1.01973 131.476 0.976425 129.083
138 9.625 0.992744 2.5766 1.01811 134.568 0.982684 132.064
139 9.695 1.00441 2.6366 1.02477 137.725 0.987705 135.105
140 9.765 1.03049 2.69905 1.03155 140.95 0.991612 138.201
141 9.835 1.00286 2.7607 1.0402 144.248 0.997355 141.36
142 9.905 1.03765 2.8254 1.03548 147.578 1.00157 144.578
143 9.975 1.05634 2.8922 1.03491 150.954 1.00636 147.857
144 10.045 1.05181 2.95965 1.04369 154.406 1.01032 151.195
145 10.115 1.03038 3.02665 1.04467 157.91 1.015 154.596
146 10.185 1.02309 3.0941 1.04944 161.478 1.01905 158.058
147 10.255 1.06229 3.1651 1.05038 165.099 1.02236 161.579
148 10.325 1.02432 3.2345 1.04899 168.765 1.02577 165.16
149 10.395 1.0244 3.30485 1.05175 172.491 1.02865 168.8
150 10.465 0.951835 3.3711 1.04841 176.255 1.03157 172.499
151 10.535 1.04414 3.44475 1.05268 180.084 1.03394 176.257
152 10.605 0.98633 3.51525 1.05427 183.971 1.03444 180.067
153 10.675 1.04869 3.5912 1.05319 187.905 1.03657 183.935
154 10.745 1.0194 3.666 1.04991 191.879 1.03917 187.864
155 10.815 1.07216 3.7457 1.04042 195.868 1.04021 191.848
156 10.885 0.967447 3.81855 1.04569 199.93 1.04023 195.884
157 10.955 0.9761 3.893 1.03431 203.999 1.04086 199.975
158 11.025 1.01552 3.97145 1.04281 208.154 1.03987 204.114
159 11.095 0.997638 4.0495 1.03784 212.342 1.04109 208.311
160 11.165 0.983905 4.12745 1.03629 216.576 1.03981 212.556
161 11.235 0.974799 4.20565 1.03521 220.86 1.03812 216.847
162 11.305 0.992928 4.2863 1.02608 225.158 1.03764 221.19
163 11.375 0.99169 4.36785 1.02402 229.502 1.03637 225.581
164 11.445 0.972389 4.4488 1.02054 233.884 1.03488 230.02
165 11.515 1.02587 4.53525 1.02016 238.318 1.03353 234.508
166 11.585 0.983028 4.6191 1.01953 242.804 1.03235 239.045
167 11.655 0.978205 4.70355 1.0163 247.329 1.0295 243.625
168 11.725 0.976288 4.78885 1.01386 251.898 1.02618 248.244
169 11.795 1.02242 4.87925 1.01111 256.509 1.02492 252.914
170 11.865 0.986916 4.96755 1.0046 261.145 1.02274 257.629
171 11.935 0.978687 5.05615 0.99937 265.812 1.01907 262.382
172 12.005 1.01371 5.149 0.995502 270.515 1.0163 267.179
173 12.075 1.01817 5.24335 0.992232 275.257 1.01414 272.021
174 12.145 1.00434 5.3375 0.993613 280.062 1.01057 276.902
175 12.215 0.980206 5.43045 0.992501 284.916 1.00919 281.833
176 12.285 0.969589 5.52345 0.990101 289.814 1.00559 286.803
177 12.355 0.986464 5.61915 0.983535 294.736 1.00298 291.817
178 12.425 0.978948 5.7152 0.983298 299.712 1.00002 296.873
179 12.495 0.999252 5.81435 0.982785 304.742 0.996699 301.968
180 12.565 0.991638 5.91385 0.980492 309.816 0.996379 307.12
181 12.635 1.01419 6.01675 0.981186 314.951 0.993779 312.315
182 12.705 0.964055 6.11565 0.980571 320.139 0.99099 317.553
183 12.775 0.984853 6.2178 0.980888 325.387 0.9888 322.838
184 12.845 0.950784 6.3175 0.977723 330.675 0.987477 328.173
185 12.915 1.00937 6.4245 0.977779 336.021 0.98532 333.555
186 12.985 1.02558 6.5344 0.980546 341.441 0.984071 338.989
187 13.055 1.01692 6.64455 0.977957 346.905 0.982229 344.471
188 13.125 1.00884 6.755 0.978514 352.43 0.981543 350.008
189 13.195 0.998164 6.86545 0.978787 358.017 0.980525 355.598
190 13.265 1.00018 6.9773 0.977165 363.653 0.980454 361.248
191 13.335 0.987491 7.0889 0.977209 369.349 0.97934 366.951
192 13.405 1.02318 7.20575 0.978158 375.111 0.978808 372.711
193 13.475 1.0494 7.32685 0.981454 380.953 0.979167 378.533
194 13.545 1.01114 7.44475 0.982634 386.863 0.978722 384.413
195 13.615 1.00331 7.56295 0.980056 392.818 0.97885 390.355
196 13.685 1.02248 7.68465 0.981128 398.841 0.979602 396.363
197 13.755 1.0383 7.8095 0.984236 404.946 0.980388 402.437
198 13.825 1.06774 7.9392 0.986436 411.126 0.980594 408.575
199 13.895 1.07983 8.0717 0.988957 417.385 0.981166 414.778
200 13.965 1.04442 8.20115 0.989724 423.712 0.982155 421.05
3200000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 8.61647e-05 2.5e-05 1.05616e-05 3.06122e-06
44 3.045 0 0 0.000164498 7.5e-05 0.000198271 6.32653e-05
45 3.115 0 0 0.00204344 0.000725 0.00178542 0.000630612
46 3.185 0.0232654 0.00015 0.0141333 0.005425 0.00956803 0.00380918
47 3.255 0.0891022 0.00075 0.0459945 0.0214 0.0326471 0.0151367
48 3.325 0.142317 0.00175 0.118094 0.0642 0.0836668 0.0454286
49 3.395 0.30032 0.00395 0.228733 0.150625 0.163335 0.107081
50 3.465 0.563512 0.00825 0.359135 0.291975 0.270228 0.21333
51 3.535 0.63585 0.0133 0.513674 0.5024 0.392653 0.374014
52 3.605 0.853534 0.02035 0.641445 0.775675 0.509766 0.590968
53 3.675 0.978605 0.02875 0.762758 1.11337 0.610198 0.860849
54 3.745 1.16113 0.0391 0.84658 1.5026 0.684056 1.17503
55 3.815 1.17837 0.05 0.898327 1.9312 0.726924 1.5215
56 3.885 1.33436 0.0628 0.921676 2.38722 0.744063 1.88927
57 3.955 1.30766 0.0758 0.956622 2.87775 0.745449 2.27112
58 4.025 1.34513 0.08965 0.964781 3.39013 0.741855 2.6647
59 4.095 1.34176 0.10395 0.985244 3.93172 0.74032 3.07125
60 4.165 1.34692 0.1188 1.00349 4.50237 0.749918 3.49727
61 4.235 1.28522 0.13345 1.02527 5.10517 0.764154 3.94609
62 4.305 1.21829 0.1478 1.04841 5.74212 0.789367 4.42517
63 4.375 1.35636 0.1643 1.06247 6.40878 0.812617 4.93452
64 4.445 1.21045 0.1795 1.07833 7.1072 0.836545 5.4758
65 4.515 1.1076 0.19385 1.09528 7.83912 0.860059 6.04995
66 4.585 1.05907 0.208 1.10385 8.59982 0.884917 6.65915
67 4.655 1.18358 0.2243 1.11778 9.39382 0.909661 7.30466
68 4.725 1.09239 0.2398 1.12986 10.2207 0.939701 7.99168
69 4.795 1.01966 0.2547 1.14942 11.087 0.97114 8.72289
70 4.865 1.09358 0.27115 1.18141 12.0037 1.00555 9.50227
71 4.935 1.15645 0.28905 1.2066 12.967 1.03258 10.3258
72 5.005 1.03639 0.30555 1.20971 13.9604 1.05376 11.1902
73 5.075 1.10269 0.3236 1.21767 14.9884 1.06937 12.0922
74 5.145 1.061 0.34145 1.2153 16.043 1.07732 13.0261
75 5.215 1.04718 0.35955 1.2161 17.1272 1.08307 13.9907
76 5.285 1.05342 0.37825 1.19936 18.2253 1.08579 14.9838
77 5.355 1.05624 0.3975 1.2022 19.3554 1.09553 16.0126
78 5.425 0.98104 0.41585 1.20288 20.5159 1.10545 17.078
79 5.495 1.06303 0.43625 1.1985 21.7022 1.11914 18.1846
80 5.565 0.980567 0.45555 1.19703 22.9174 1.13316 19.3338
81 5.635 0.991043 0.47555 1.20559 24.1724 1.14624 20.5257
82 5.705 0.98621 0.49595 1.19467 25.447 1.15769 21.7596
83 5.775 0.948294 0.51605 1.19683 26.7554 1.16647 23.0336
84 5.845 1.01092 0.538 1.19088 28.0891 1.17307 24.346
85 5.915 0.92867 0.55865 1.17456 29.4362 1.17721 25.6948
86 5.985 0.896093 0.57905 1.15926 30.7975 1.17739 27.0759
87 6.055 0.920556 0.6005 1.15876 32.1901 1.1751 28.4867
88 6.125 0.882859 0.62155 1.14409 33.5971 1.17195 29.9265
89 6.195 0.910168 0.64375 1.13422 35.0241 1.16672 31.3928
90 6.265 0.879921 0.6657 1.11242 36.4553 1.1584 32.8818
91 6.335 0.856663 0.68755 1.09262 37.8928 1.15126 34.3948
92 6.405 0.81311 0.70875 1.07781 39.3422 1.13641 35.9215
93 6.475 0.857548 0.7316 1.06335 40.8037 1.12663 37.4683
94 6.545 0.824611 0.75405 1.04566 42.272 1.11592 39.0337
95 6.615 0.785676 0.7759 1.03121 43.7512 1.10693 40.6199
96 6.685 0.81332 0.799 1.03159 45.2624 1.09899 42.2282
97 6.755 0.770689 0.82135 1.00459 46.7651 1.08862 43.8549
98 6.825 0.780295 0.84445 0.993629 48.2823 1.08053 45.5032
99 6.895 0.800938 0.86865 0.989486 49.8243 1.07184 47.1719
100 6.965 0.810868 0.89365 0.973093 51.3718 1.06423 48.8625
101 7.035 0.805939 0.919 0.973749 52.9516 1.05397 50.5707
102 7.105 0.825981 0.9455 0.964174 54.5471 1.04333 52.2954
103 7.175 0.845092 0.97315 0.949749 56.1499 1.03477 54.0399
104 7.245 0.809356 1.00015 0.934289 57.7575 1.02412 55.8003
105 7.315 0.766005 1.0262 0.929093 59.3872 1.01171 57.5731
106 7.385 0.794828 1.05375 0.922079 61.0357 1.00177 59.3622
107 7.455 0.86349 1.08425 0.916769 62.7059 0.990895 61.1657
108 7.525 0.843332 1.1146 0.911806 64.3984 0.980865 62.9845
109 7.595 0.818311 1.1446 0.900682 66.1016 0.969635 64.8162
110 7.665 0.800755 1.1745 0.896313 67.8278 0.961179 66.6654
111 7.735 0.803422 1.20505 0.893421 69.58 0.952707 68.5321
112 7.805 0.883351 1.23925 0.88921 71.3558 0.946201 70.4196
113 7.875 0.885477 1.27415 0.884921 73.1547 0.940999 72.3307
114 7.945 0.832553 1.30755 0.889718 74.9957 0.935051 74.2635
115 8.015 0.952787 1.34645 0.890296 76.8706 0.929876 76.2197
116 8.085 0.913493 1.3844 0.891362 78.7806 0.926376 78.2027
117 8.155 0.889597 1.422 0.895391 80.7326 0.924914 80.217
118 8.225 0.946621 1.4627 0.894983 82.7173 0.922299 82.2602
119 8.295 0.908987 1.50245 0.904249 84.7569 0.920972 84.3354
120 8.365 0.972541 1.5457 0.903347 86.829 0.921799 86.4477
121 8.435 0.969735 1.58955 0.914131 88.961 0.922231 88.5964
122 8.505 0.941874 1.63285 0.913684 91.1275 0.920775 90.7775
123 8.575 0.982196 1.67875 0.926375 93.3605 0.922035 92.9977
124 8.645 1.04846 1.72855 0.937109 95.6563 0.924314 95.2599
125 8.715 0.986111 1.77615 0.94282 98.0037 0.926419 97.5641
126 8.785 1.00002 1.8252 0.943399 100.39 0.930003 99.9145
127 8.855 1.09464 1.87975 0.956097 102.848 0.932568 102.309
128 8.925 1.11408 1.93615 0.956085 105.344 0.936714 104.752
129 8.995 1.0832 1.99185 0.966599 107.908 0.941547 107.247
130 9.065 1.10291 2.04945 0.972248 110.527 0.944945 109.79
131 9.135 1.06722 2.10605 0.980819 113.21 0.950564 112.388
132 9.205 1.15968 2.1685 0.988838 115.957 0.956022 115.04
133 9.275 1.14682 2.2312 0.998783 118.773 0.9604 117.746
134 9.345 1.18916 2.2972 1.00288 121.644 0.965337 120.507
135 9.415 1.11385 2.35995 1.01494 124.593 0.97151 123.327
136 9.485 1.13158 2.42465 1.02731 127.623 0.975952 126.202
137 9.555 1.07542 2.48705 1.02128 130.68 0.981981 129.138
138 9.625 1.12947 2.55355 1.03257 133.815 0.986183 132.13
139 9.695 1.11824 2.62035 1.03386 137.001 0.990556 135.179
140 9.765 1.1922 2.6926 1.03332 140.231 0.99602 138.289
141 9.835 1.13624 2.76245 1.04376 143.54 0.998954 141.453
142 9.905 1.13949 2.8335 1.04253 146.893 1.00474 144.681
143 9.975 1.14885 2.90615 1.04685 150.308 1.00914 147.969
144 10.045 1.12744 2.97845 1.04789 153.774 1.01452 151.321
145 10.115 1.10266 3.05015 1.0523 157.303 1.01666 154.728
146 10.185 1.09741 3.1225 1.05149 160.879 1.02123 158.197
147 10.255 1.11914 3.1973 1.05183 164.505 1.02412 161.724
148 10.325 1.14461 3.27485 1.05025 168.175 1.02702 165.309
149 10.395 1.12342 3.352 1.05109 171.898 1.02976 168.953
150 10.465 1.10269 3.42875 1.05746 175.694 1.03314 172.658
151 10.535 1.13274 3.50865 1.04978 179.514 1.03489 176.42
152 10.605 1.11154 3.5881 1.047 183.374 1.03708 180.239
153 10.675 1.07216 3.66575 1.04855 187.29 1.03765 184.111
154 10.745 1.10526 3.74685 1.05492 191.283 1.03911 188.04
155 10.815 1.16498 3.83345 1.0456 195.292 1.03999 192.023
156 10.885 1.03517 3.9114 1.04287 199.342 1.04021 196.059
157 10.955 1.10393 3.9956 1.04258 203.444 1.04059 200.149
158 11.025 1.06148 4.0776 1.03882 207.583 1.03921 204.286
159 11.095 1.06219 4.1607 1.0358 211.763 1.0396 208.476
160 11.165 1.10382 4.24815 1.03618 215.997 1.03917 212.718
161 11.235 1.09322 4.33585 1.0299 220.259 1.03699 217.005
162 11.305 1.01632 4.4184 1.02173 224.539 1.03615 221.341
163 11.375 1.02027 4.5023 1.02132 228.871 1.03519 225.728
164 11.445 1.04747 4.5895 1.01652 233.236 1.03198 230.154
165 11.515 1.03062 4.67635 1.01465 237.646 1.03001 234.627
166 11.585 1.00237 4.76185 1.00862 242.084 1.02844 239.147
167 11.655 1.04018 4.85165 1.00681 246.567 1.02652 243.713
168 11.725 1.00605 4.93955 1.00158 251.081 1.02412 248.324
169 11.795 0.983961 5.02655 1.00167 255.649 1.02226 252.981
170 11.865 1.00256 5.11625 0.997123 260.25 1.01948 257.681
171 11.935 0.987524 5.20565 0.997362 264.907 1.01726 262.426
172 12.005 1.00552 5.29775 0.988692 269.578 1.01537 267.218
173 12.075 1.02627 5.39285 0.990631 274.313 1.01219 272.051
174 12.145 0.981937 5.4849 0.990651 279.103 1.00832 276.921
175 12.215 0.982842 5.5781 0.982984 283.911 1.00641 281.839
176 12.285 1.02172 5.6761 0.981779 288.768 1.0046 286.804
177 12.355 0.985949 5.77175 0.980608 293.675 1.00188 291.812
178 12.425 0.980476 5.86795 0.97982 298.633 0.999284 296.864
179 12.495 0.989678 5.96615 0.973753 303.617 0.997234 301.962
180 12.565 1.02502 6.069 0.980652 308.692 0.994742 307.105
181 12.635 1.01468 6.17195 0.97638 313.802 0.99224 312.293
182 12.705 1.03229 6.27785 0.979239 318.983 0.990451 317.528
183 12.775 0.980033 6.3795 0.971182 324.179 0.98891 322.813
184 12.845 1.0719 6.4919 0.973817 329.446 0.986796 328.145
185 12.915 1.00937 6.5989 0.971717 334.759 0.984626 333.523
186 12.985 1.04984 6.7114 0.974078 340.143 0.984046 338.956
187 13.055 1.04 6.82405 0.972905 345.578 0.982959 344.443
188 13.125 1.00016 6.93355 0.974114 351.079 0.981457 349.979
189 13.195 1.04651 7.04935 0.974892 356.643 0.980323 355.568
190 13.265 1.07082 7.1691 0.970776 362.243 0.980488 361.218
191 13.335 1.04589 7.2873 0.975073 367.927 0.979423 366.922
192 13.405 1.0617 7.40855 0.978646 373.691 0.978774 372.681
193 13.475 1.01431 7.5256 0.978031 379.513 0.979836 378.507
194 13.545 1.08704 7.65235 0.983835 385.43 0.979939 384.395
195 13.615 1.08226 7.77985 0.982665 391.401 0.979178 390.339
196 13.685 1.06743 7.9069 0.984264 397.443 0.980018 396.349
197 13.755 1.08154 8.03695 0.983329 403.542 0.979754 402.419
198 13.825 1.06568 8.1664 0.984668 409.711 0.980978 408.559
199 13.895 1.07942 8.29885 0.987179 415.959 0.981275 414.763
200 13.965 1.08274 8.43305 0.992457 422.304 0.982537 421.038
3400000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
